Index,Word,Glossary,EnglishGlossary,Type,Character,IPA,Rom,1st check,Remark
56_Hakka_1,56,山前,Front of mountain,Hakka_1,嶺腳下,liaŋ13>35tsʰiɛn11,liang1 cien2 ,有問題,嶺前 Character =/= IPA & ROM
57_Hakka_1,57,山後,Back of mountain,Hakka_1,嶺背後,liaŋ13pɔi53hɛu13,liang1 boi4 heu1 ,OK,
58_Hakka_1,58,海,Sea,Hakka_1,海,hɔi31,hoi3 ,OK,
59_Hakka_1,59,江,River (dischargingintothesea),Hakka_1,河,hɔ11,ho2 ,唔肯定,客家話冇江？
60_Hakka_1,60,湖,Lake,Hakka_1,湖,fu11,fu2 ,OK,
61_Hakka_1,61,河,River,Hakka_1,河,hɔ11,ho2 ,OK,
62_Hakka_1,62,河岸,Riverside,Hakka_1,河邊,hɔ11piɛn13,ho2 bien1 ,OK,
63_Hakka_1,63,河堤(沿河築),River bank,Hakka_1,河壆,hɔ11pɔk31,ho2 bok5 ,OK,
64_Hakka_1,64,河壩(攔河築),Dam,Hakka_1,陂頭,pi13>35tʰɛu11,bi1 teu2 ,OK,
65_Hakka_1,65,沙灘,Beach,Hakka_1,沙壩,sa13pa53,sa1 ba4 ,OK,
66_Hakka_1,66,小溪,Stream,Hakka_1,坑瀝,haŋ13>35lak31,hang1 lak5 ,OK,
67_Hakka_1,67,水渠,Trench,Hakka_1,圳,tsun53,zun4 ,OK,
68_Hakka_1,68,池塘,Pond,Hakka_1,塘,tʰɔŋ11,tong2 ,OK,
69_Hakka_1,69,水坑,Sump Puddle,Hakka_1,湖氹,fu11tʰɛm11,fu2 tem2 ,OK,
70_Hakka_1,70,平地,"Flatland, plain",Hakka_1,平地,pʰiaŋ11tʰi53,piang2 ti4 ,OK,
71_Hakka_1,71,石頭,Stone,Hakka_1,石牯,sak53tʰɛu11,sak6 teu2 ,有問題,石頭 character =/= IPA & ROM
72_Hakka_1,72,鵝卵石,Cobble stone Pebble,Hakka_1,鵝卵石,ŋɔ111ɔn31sak53,ngo2 1on3 sak6 ,OK,
73_Hakka_1,73,沙子,Sand,Hakka_1,沙公,sa13kuŋ13,sa1 gung1 ,OK,
74_Hakka_1,74,土(乾、半乾),Soil,Hakka_1,泥,lai11,lai2 ,OK,
75_Hakka_1,75,泥(稀；爛),Mud,Hakka_1,爛泥,lan53>55lai11,lan4 lai2 ,OK,
76_Hakka_1,76,灰塵,Dust,Hakka_1,泥塵,lai11tsʰin11,lai2 cin2 ,OK,
77_Hakka_1,77,垃圾,Rubbish,Hakka_1,垃圾,lɔt31sɔt31,lot5 sot5 ,OK,
78_Hakka_1,78,鐵銹,Rust,Hakka_1,魯,lu13,lu1 ,OK,
78_Hakka_2,78,鐵銹,Rust,Hakka_2,銹,siɔ53,sio4 ,OK,
79_Hakka_1,79,刨花兒,Wood shavings,Hakka_1,木絲,muk31si13,muk5 si1 ,OK,
79_Hakka_2,79,刨花兒,Wood shavings,Hakka_2,刨茸,pʰau11juŋ11,pau2 yung2 ,OK,
80_Hakka_1,80,粉(粉狀物),Powder,Hakka_1,粉,fun31,fun3 ,OK,
81_Hakka_1,81,末兒,Crumb,Hakka_1,碎,sui53,sui4 ,OK,
82_Hakka_1,82,(墻上的)硝,Saltpetre,Hakka_1,硝,siau13,siau1 ,OK,
83_Hakka_1,83,石灰,Lime,Hakka_1,石灰,sak53fɔi13,sak6 foi1 ,OK,
84_Hakka_1,84,水泥,Concrete,Hakka_1,紅毛泥,fuŋ11mau13>35lai11,fung2 mau1 lai2 ,OK,
85_Hakka_1,85,玻璃,Glass,Hakka_1,玻璃,pɔ13li13,bo1 li1 ,OK,
86_Hakka_1,86,漆,Paint(n.),Hakka_1,油漆,jiu11tsʰit31,yiu2 cit5 ,OK,
87_Hakka_1,87,磁石,Magnet,Hakka_1,磁挾,tsʰi11hiap53,ci2 hiap6 ,OK,
88_Hakka_1,88,金子,Gold,Hakka_1,金,kim13,gim1 ,OK,
89_Hakka_1,89,銀子,Silver,Hakka_1,銀,ȵiun11,ngiun2 ,OK,
90_Hakka_1,90,銅,Copper,Hakka_1,銅,tʰuŋ11,tung2 ,OK,
91_Hakka_1,91,鐵,Iron,Hakka_1,鐵,tiɛt31,diet5 ,OK,
92_Hakka_1,92,錫,Tin,Hakka_1,錫,siak31,siak5 ,OK,
93_Hakka_1,93,鋁,Aluminium,Hakka_1,銻,li13,li1 ,唔肯定,銻？
94_Hakka_1,94,冷水,Cold water,Hakka_1,冷水,laŋ13>35sui31,lang1 sui3 ,OK,
95_Hakka_1,95,溫水,Warm water,Hakka_1,拿暖水,la11lɔn13>35sui31,la2 lon1 sui3 ,OK,
96_Hakka_1,96,熱水,Hot water,Hakka_1,燒水,sau13>35sui31,sau1 sui3 ,OK,
97_Hakka_1,97,沸水,Boiled water,Hakka_1,沸水,pui53>55sui31,bui4 sui3 ,OK,
98_Hakka_1,98,(水)開了,(water) Boiling,Hakka_1,沸嗨,pui53hɔi13,bui4 hoi1 ,OK,
99_Hakka_1,99,泔水,Hogwash,Hakka_1,洗米水,sɛ31mi31sui31,se3 mi3 sui3 ,OK,
100_Hakka_1,100,城裏,City,Hakka_1,街肚,kai13>35tu31,gai1 du3 ,OK,
101_Hakka_1,101,鄉下,Countryside,Hakka_1,農村裡,luŋ11tsʰun13li13,lung2 cun1 li1 ,OK,
102_Hakka_1,102,村子,Village,Hakka_1,村,tsʰun13,cun1 ,OK,
103_Hakka_1,103,巷子,Lane,Hakka_1,巷,hɔŋ53,hong4 ,OK,
104_Hakka_1,104,路,Road,Hakka_1,路,lu53,lu4 ,OK,
105_Hakka_1,105,東西,Things,Hakka_1,東西,tuŋ13si13,dung1 si1 ,OK,
106_Hakka_1,106,顏色,Colour,Hakka_1,色,sɛt31,set5 ,OK,
107_Hakka_1,107,聲音,Voice,Hakka_1,聲,saŋ13,sang1 ,OK,
108_Hakka_1,108,氣味,Smell,Hakka_1,味,mui53,mui4 ,OK,
109_Hakka_1,109,味道,Flavour,Hakka_1,味,mui53,mui4 ,OK,
110_Hakka_1,110,光亮,Bright,Hakka_1,光,kɔŋ13,gong1 ,OK,
111_Hakka_1,111,影子,Shadow,Hakka_1,影,jaŋ31,yang3 ,OK,
112_Hakka_1,112,風景,Landscape,Hakka_1,風景,fuŋ13>35kin31,fung1 gin3 ,OK,
113_Hakka_1,113,前面,In frontof,Hakka_1,臉前,ȵiam53>55tsʰiɛn11,ngiam4 cien2 ,OK,
114_Hakka_1,114,後面,Behind,Hakka_1,背後,pɔi53hɛu13,boi4 heu1 ,OK,
115_Hakka_1,115,左邊,Left side,Hakka_1,左手析,tsɔ31siu31piɛn13,zo3 siu3 bien1 ,OK,
116_Hakka_1,116,右邊,Right side,Hakka_1,右手析,jiu53>55siu31piɛn13,yiu4 siu3 bien1 ,OK,
117_Hakka_1,117,上面,Above,Hakka_1,上高,sɔŋ53kau13,song4 gau1 ,OK,
118_Hakka_1,118,下面,Underside Beneath,Hakka_1,下背,ha13pɔi53,ha1 boi4 ,OK,
118_Hakka_2,118,下面,Underside Beneath,Hakka_2,腳下,kiɔk31ha13,giok5 ha1 ,OK,
119_Hakka_1,119,裏面,Inside,Hakka_1,裏背,ti13pɔi53,di1 boi4 ,OK,
120_Hakka_1,120,外面,Outside,Hakka_1,門背,mun11pɔi53,mun2 boi4 ,OK,
121_Hakka_1,121,(屋)頂上,On topof,Hakka_1,頂高,taŋ31kau13,dang3 gau1 ,OK,
122_Hakka_1,122,(床)底下,Underneath,Hakka_1,腳下,kiɔk31ha53,giok5 ha4 ,OK,
123_Hakka_1,123,中間,Middle,Hakka_1,中間,tsuŋ13kan13,zung1 gan1 ,OK,
123_Hakka_2,123,中間,Middle,Hakka_2,棟心,tuŋ53kan13,dung4 gan1 ,有問題,棟間 character =/= IPA & ROM
124_Hakka_1,124,旁邊,Next to Beside,Hakka_1,側邊,tsɛt31piɛn13,zet5 bien1 ,OK,
125_Hakka_1,125,對面,Opposite,Hakka_1,對面,tui53min53,dui4 min4 ,OK,
126_Hakka_1,126,附近,Nearby,Hakka_1,附近,fu53kʰiun53,fu4 kiun4 ,OK,
127_Hakka_1,127,隔壁,Next door,Hakka_1,隔籬,kak31li11,gak5 li2 ,OK,
128_Hakka_1,128,鄰居,Neighbour,Hakka_1,鄰舍,lin11sa53,lin2 sa4 ,OK,
128_Hakka_2,128,鄰居,Neighbour,Hakka_2,隔離鄰舍,kak31li11lin11sa53,gak5 li2 lin2 sa4 ,OK,
129_Hakka_1,129,今年,This year,Hakka_1,今年,kim13>35ȵiɛn11,gim1 ngien2 ,OK,
130_Hakka_1,130,去年,Last year,Hakka_1,舊年,kʰiu53>55ȵiɛn11,kiu4 ngien2 ,OK,
131_Hakka_1,131,前年,The year before last year,Hakka_1,前年,tsʰiɛn11ȵiɛn11,cien2 ngien2 ,OK,
132_Hakka_1,132,大前年,Two years before last year,Hakka_1,大前年,tʰai53>55tsʰiɛn11ȵiɛn11,tai4 cien2 ngien2 ,OK,
133_Hakka_1,133,明年,Next year,Hakka_1,出嗨年,tsʰut31ȵiɛn11,cut5 ngien2 ,有問題,出年 character =/= IPA & ROM
134_Hakka_1,134,後年,The year after next year,Hakka_1,後年,hɛu53>55ȵiɛn11,heu4 ngien2 ,OK,
135_Hakka_1,135,大後年,Two years after next year,Hakka_1,大後年,tʰai53hɛu53>55ȵiɛn11,tai4 heu4 ngien2 ,OK,
136_Hakka_1,136,今天,Today,Hakka_1,今日,kim13>35ȵit31,gim1 ngit5 ,OK,
137_Hakka_1,137,昨天,Yesterday,Hakka_1,暫暋日,tsʰam53min13>35ȵit31,cam4 min1 ngit5 ,OK,
138_Hakka_1,138,前天,The day before yesterday,Hakka_1,前日,tsʰiɛn11ȵit31,cien2 ngit5 ,OK,
139_Hakka_1,139,大前天,Two days before yesterday,Hakka_1,大前日,tʰai53>55tsʰiɛn11ȵit31,tai4 cien2 ngit5 ,OK,
140_Hakka_1,140,明天,Tomorrow,Hakka_1,晨朝日,sin13tsau13>35ȵit31,sin1 zau1 ngit5 ,OK,
141_Hakka_1,141,後天,The day after tomorrow,Hakka_1,後日,hɛu53>55ȵit31,heu4 ngit5 ,OK,
142_Hakka_1,142,大後天,Two days after tomorrow,Hakka_1,大後日,tʰai53hɛu53ȵit31,tai4 heu4 ngit5 ,OK,
143_Hakka_1,143,次日,Next day,Hakka_1,第二日,tʰi53ȵi53ȵit31,ti4 ngi4 ngit5 ,OK,
144_Hakka_1,144,每天,Everyday,Hakka_1,日日,ȵit31ȵit31,ngit5 ngit5 ,OK,
145_Hakka_1,145,日子(時日),Day,Hakka_1,日子,ȵit31tsu13,ngit5 zu1 ,OK,
146_Hakka_1,146,(幾個)小時,Hour,Hakka_1,鐘頭,tsuŋ13>35tʰɛu11,zung1 teu2 ,OK,
147_Hakka_1,147,(幾)點,O’clock,Hakka_1,點鐘,tiam31tsuŋ13,diam3 zung1 ,OK,
148_Hakka_1,148,黎明(日出前),Dawn,Hakka_1,天光,tʰiɛn13kɔŋ13,tien1 gong1 ,OK,
149_Hakka_1,149,早晨(泛指),Early morning,Hakka_1,朝晨頭,tsau13>35sin11tʰɛu11,zau1 sin2 teu2 ,OK,
150_Hakka_1,150,上午,Morning,Hakka_1,上晝,sɔŋ53tsiu53,song4 ziu4 ,OK,
151_Hakka_1,151,中午,Noon,Hakka_1,晏晝,an53tsiu53,an4 ziu4 ,OK,
152_Hakka_1,152,下午,Afternoon,Hakka_1,下晝,ha13tsiu53,ha1 ziu4 ,OK,
153_Hakka_1,153,傍晚,Dusk,Hakka_1,斷暗,tʰɔn13am53,ton1 am4 ,OK,
154_Hakka_1,154,白天,Daytime,Hakka_1,日辰頭,ȵit31sin11tʰɛu11,ngit5 sin2 teu2 ,OK,
155_Hakka_1,155,夜裏(睡靜後),Night,Hakka_1,夜晚辰,ja53man13>35sin11,ya4 man1 sin2 ,OK,
156_Hakka_1,156,晚上(掌燈至入睡前),Evening,Hakka_1,晚辰頭,man13>35sin11tʰɛu11,man1 sin2 teu2 ,OK,
157_Hakka_1,157,整天,Whole day,Hakka_1,成日,saŋ11ȵit31,sang2 ngit5 ,OK,
158_Hakka_1,158,天亮了,Daybreak,Hakka_1,天光,tʰiɛn13kɔŋ13,tien1 gong1 ,OK,
159_Hakka_1,159,天黑了,(The day is) getting dark,Hakka_1,斷暗,tʰɔn13am53,ton1 am4 ,OK,
160_Hakka_1,160,月初,Beginning of the month,Hakka_1,月頭,ȵiɛt53tʰɛu11,ngiet6 teu2 ,OK,
161_Hakka_1,161,月底,At the end of the month,Hakka_1,月尾,ȵiɛt53mui13,ngiet6 mui1 ,OK,
162_Hakka_1,162,從前,Before In the past,Hakka_1,早下,tsau31ha53,zau3 ha4 ,OK,
163_Hakka_1,163,現在,Now,Hakka_1,今下,kin13ha53,gin1 ha4 ,OK,
163_Hakka_2,163,現在,Now,Hakka_2,今下,kin13la53,gin1 la4 ,OK,
164_Hakka_1,164,起初,At the beginning,Hakka_1,開頭,hɔi13>35tʰɛu11,hoi1 teu2 ,OK,
165_Hakka_1,165,後來,Later,Hakka_1,跟尾,kɛn53mui13,gen4 mui1 ,OK,
165_Hakka_2,165,後來,Later,Hakka_2,黏尾,ȵiam11mui13,ngiam2 mui1 ,OK,
166_Hakka_1,166,最後,At last,Hakka_1,包尾,pau13mui13,bau1 mui1 ,OK,
167_Hakka_1,167,剛才,A moment ago,Hakka_1,正先,tsʰaŋ53siɛn13,cang4 sien1 ,OK,
168_Hakka_1,168,大年初一,The first day of Chinese Lunar New Year,Hakka_1,年初一,tsʰaŋ13ȵiɛt53tsʰɔ13>35jit31,cang1 ngiet6 co1 yit5 ,有問題,ROM  = 正年初一
169_Hakka_1,169,端午節,Dragon Boat Festival,Hakka_1,五月節,ŋ13ȵiɛt53tsiɛt31,ng1 ngiet6 ziet5 ,OK,
170_Hakka_1,170,中秋節,Mid-Autumn Festival,Hakka_1,八月十五,pat31ȵiɛt53sip53ŋ31,bat5 ngiet6 sip6 ng3 ,OK,
170_Hakka_2,170,中秋節,Mid-Autumn Festival,Hakka_2,八月半,pat31ȵiɛt53pan53,bat5 ngiet6 ban4 ,OK,
171_Hakka_1,171,重陽節,The Double Ninth Festival,Hakka_1,重陽,tsʰuŋ11jɔŋ11,cung2 yong2 ,OK,
172_Hakka_1,172,除夕,New Near’s Eve,Hakka_1,年三十晚,ȵiɛn11sam13sip53man13,ngien2 sam1 sip6 man1 ,OK,
173_Hakka_1,173,曆書,The Chinese calendar book Almanac,Hakka_1,通書,tʰuŋ13su13,tung1 su1 ,OK,
174_Hakka_1,174,一輩子,A whole life,Hakka_1,一世,jit31sɛ53,yit5 se4 ,OK,
175_Hakka_1,175,前世,Previous life,Hakka_1,前世,tsʰiɛn11sɛ53,cien2 se4 ,OK,
176_Hakka_1,176,後世,Next life,Hakka_1,轉世,tsɔn31sɛ53,zon3 se4 ,OK,
177_Hakka_1,177,一會兒,A while,Hakka_1,一陣間,jit31tsʰin53kan13,yit5 cin4 gan1 ,OK,
177_Hakka_2,177,一會兒,A while,Hakka_2,陣時間,tsʰin53>55si11kan13,cin4 si2 gan1 ,OK,
178_Hakka_1,178,瞬間,A moment,Hakka_1,攝下眼,ȵiap31ha53>55ŋan31,ngiap5 ha4 ngan3 ,OK,
179_Hakka_1,179,(什麼)時候,(What)time,Hakka_1,時途,si11tʰu11,si2 tu2 ,OK,
180_Hakka_1,180,水田,Paddy field,Hakka_1,水田,sui31tʰiɛn11,sui3 tien2 ,OK,
181_Hakka_1,181,旱地,Dry land,Hakka_1,旱地,hɔn13tʰi53,hon1 ti4 ,OK,
182_Hakka_1,182,田埂,Fieldridge,Hakka_1,田塍壆,tʰiɛn11sun11,tien2 sun2 ,有問題,character =/= IPA & ROM
183_Hakka_1,183,土坎兒,Mound,Hakka_1,墩頭,ŋam53,ngam4 ,有問題,character =/= IPA & ROM
184_Hakka_1,184,種田,Farm(v.),Hakka_1,耕田,kaŋ13>35tʰiɛn11,gang1 tien2 ,OK,
185_Hakka_1,185,拔秧,Pull up the seedling (from the nursery),Hakka_1,扯秧,tsʰa31jɔŋ13,ca3 yong1 ,OK,
186_Hakka_1,186,插秧,Transplant rice seedlings (into irrigated field),Hakka_1,蒔田,si53tʰiɛn11,si4 tien2 ,OK,
187_Hakka_1,187,耘田,Plough(v) furrow,Hakka_1,耘田,vun11tʰiɛn11,vun2 tien2 ,OK,
188_Hakka_1,188,割稻,Reap the paddy,Hakka_1,割禾,kɔt31vɔ11,got5 vo2 ,OK,
189_Hakka_1,189,脫粒,Thresh,Hakka_1,拌禾,pʰan13>35vɔ11,pan1 vo2 ,OK,
190_Hakka_1,190,稻草,Straw,Hakka_1,禾稈草,vɔ11kɔn31tsʰau31,vo2 gon3 cau3 ,OK,
191_Hakka_1,191,稻茬兒,The bottom of the paddy stalk,Hakka_1,禾稈頭,vɔ11kɔn31tʰɛu11,vo2 gon3 teu2 ,OK,
192_Hakka_1,192,撒(草木灰),Scatter,Hakka_1,敥,jam53,yam4 ,OK,
193_Hakka_1,193,漚肥(漚制肥料),Fermentation of organic fertilizer,Hakka_1,漚肥,ɛu53>55pʰui11,eu4 pui2 ,OK,
194_Hakka_1,194,鋤頭,Hoe,Hakka_1,钁鋤,kiɔk31tsʰɔ11,giok5 co2 ,OK,
195_Hakka_1,195,(鋤頭)把,Hoe handle,Hakka_1,柄,piaŋ53,biang4 ,OK,
196_Hakka_1,196,鐵鍬,Shovel,Hakka_1,鐵鏟,tʰiɛt31tsʰan31,tiet5 can3 ,OK,
197_Hakka_1,197,鎬(挖土用),Pick(n.),Hakka_1,釘鋤,taŋ13>35tsʰɔ11,dang1 co2 ,OK,
197_Hakka_2,197,鎬(挖土用),Pick(n.),Hakka_2,番釘,fan13taŋ13,fan1 dang1 ,OK,
198_Hakka_1,198,鐮刀(割禾用),Sickle (for reaping),Hakka_1,禾鐮,vɔ11liam11,vo2 liam2 ,OK,
199_Hakka_1,199,鐮刀(割草用),Sickle (for cutting grass),Hakka_1,鐮刀,liam11tau13,liam2 dau1 ,OK,
200_Hakka_1,200,柴刀,Chopper for chopping wood,Hakka_1,柴刀,tsʰai11tau13,cai2 dau1 ,OK,
201_Hakka_1,201,犁,Plough(n.),Hakka_1,犁,lai11,lai2 ,OK,
202_Hakka_1,202,耙,Harrow,Hakka_1,耙,pʰa11,pa2 ,OK,
203_Hakka_1,203,水車(車水用),Watermill for irrigation,Hakka_1,水車,sui31tsʰa13,sui3 ca1 ,OK,
204_Hakka_1,204,風車(風穀用),Windmilltoget rid of empty paddy corns,Hakka_1,風櫃,fuŋ13kʰui53,fung1 kui4 ,OK,
205_Hakka_1,205,打穀桶,Threshing bucket,Hakka_1,拌桶,pʰan13>35tʰuŋ31,pan1 tung3 ,OK,
206_Hakka_1,206,畚箕(畚穀用),A shallow container for winnowing seeds,Hakka_1,簸箕,pɔi53ki13,boi4 gi1 ,OK,
207_Hakka_1,207,畚箕(畚垃圾用),Dust pan(for scooping the trash),Hakka_1,畚臿,pun53ki13,bun4 gi1 ,唔肯定,206/207:diff. character but same pron.
208_Hakka_1,208,土箕(挑土用),Dust pan(for scooping the soil),Hakka_1,糞箕,pun53ki13,bun4 gi1 ,唔肯定,206/207:diff. character but same pron.
209_Hakka_1,209,穀籮(盛穀用),A large bamboo basket for keeping the paddy-rice,Hakka_1,籮,lɔ11,lo2 ,OK,
210_Hakka_1,210,篩子,Sieve,Hakka_1,篩,si13,si1 ,OK,
211_Hakka_1,211,磨(磨麵粉用),Grind,Hakka_1,磨,mɔ53,mo4 ,OK,
212_Hakka_1,212,礱(磨穀脫殼用),Handmill,Hakka_1,礱磨,luŋ11mɔ53,lung2 mo4 ,OK,
213_Hakka_1,213,碓(統稱),A tool for pounding rice,Hakka_1,碓,tɔi53,doi4 ,OK,
214_Hakka_1,214,碓臼,The rice poundinghole,Hakka_1,碓坎,tɔi53>55ham31,doi4 ham3 ,OK,
215_Hakka_1,215,碓杵,Pestle,Hakka_1,碓頭,tɔi53>55tʰɛu11,doi4 teu2 ,OK,
216_Hakka_1,216,碾子(大小有無區別),Stone roller,Hakka_1,碾子,liɛn53>55tsu31,lien4 zu3 ,OK,
217_Hakka_1,217,石滾(壓地，打場用),Grindwheel (for pressing the ground),Hakka_1,石碌,sak53luk31,sak6 luk5 ,OK,
218_Hakka_1,218,曬穀場,Grain-sunning ground,Hakka_1,禾庭,vɔ11tʰaŋ11,vo2 tang2 ,OK,
219_Hakka_1,219,曬穀簟,Grain-sunning container,Hakka_1,穀笪,kuk31tat31,guk5 dat5 ,OK,
220_Hakka_1,220,扁擔,Shoulder pole,Hakka_1,擔竿,tam53kɔn13,dam4 gon1 ,OK,
221_Hakka_1,221,繩子,Rope,Hakka_1,索嫲,sɔk31ma11,sok5 ma2 ,OK,
223_Hakka_1,223,打樁,Pound (strike on something continuously),Hakka_1,打樁,ta31tsɔŋ13,da3 zong1 ,OK,
224_Hakka_1,224,楔子,Chock,Hakka_1,楔仔,siap31tsai31,siap5 zai3 ,OK,
225_Hakka_1,225,(趕牛的)竹枝,Bamboo lash,Hakka_1,竹檳子,tsuk31pin13>35tsai31,zuk5 bin1 zai3 ,OK,
226_Hakka_1,226,種麥子,Plant the wheat,Hakka_1,點麥,tiam53mak53,diam4 mak6 ,OK,
227_Hakka_1,227,(種子)出芽,sprout,Hakka_1,暴芽,pau53>55ŋa11,bau4 nga2 ,OK,
227_Hakka_2,227,(種子)出芽,sprout,Hakka_2,吥芽,put53ŋa11,but6 nga2 ,OK,
228_Hakka_1,228,放牛,Herding(thecow),Hakka_1,掌牛,tsɔŋ31ȵiu11,zong3 ngiu2 ,OK,
229_Hakka_1,229,打柴,Cutting firewood,Hakka_1,剁柴,tɔk53tsʰai11,dok6 cai2 ,OK,
230_Hakka_1,230,趕集,Going to market place,Hakka_1,投墟,tʰɛu11hi13,teu2 hi1 ,OK,
231_Hakka_1,231,去城裏,Go to the city,Hakka_1,出墟,tsʰut31hi13,cut5 hi1 ,OK,
232_Hakka_1,232,(用網)捕魚,Catch fish with net,Hakka_1,網魚,miɔŋ31ŋ11,miong3 ng2 ,OK,
233_Hakka_1,233,(用手)捕魚,Catch fish by hand,Hakka_1,捉魚,tsuk31ŋ11,zuk5 ng2 ,OK,
234_Hakka_1,234,築壩(攔河而築),Building dam,Hakka_1,作陂頭,tsɔk31pi13>35tʰɛu11,zok5 bi1 teu2 ,OK,
235_Hakka_1,235,築堤(沿河而築),Building bank,Hakka_1,作河壆,tsɔk31hɔ11pɔk31,zok5 ho2 bok5 ,OK,
236_Hakka_1,236,抽乾水塘,Pump out the pond,Hakka_1,乾塘,kɔn13>35tʰɔŋ11,gon1 tong2 ,OK,
237_Hakka_1,237,戽水,(The action of) bailing out water,Hakka_1,戽水,fu53>55sui31,fu4 sui3 ,OK,
238_Hakka_1,238,碾米,Grind the rice,Hakka_1,絞米,kau31mi31,gau3 mi3 ,OK,
239_Hakka_1,239,菜園,Vegetable garden,Hakka_1,菜園,tsʰɔi53>55jɛn11,coi4 yen2 ,OK,
240_Hakka_1,240,種菜,Plant the vegetable,Hakka_1,種菜,tsuŋ53tsʰɔi53,zung4 coi4 ,OK,
241_Hakka_1,241,澆菜,Water the vegetable,Hakka_1,淋菜,lim11tsʰɔi11,lim2 coi2 ,OK,
242_Hakka_1,242,剖魚,Kill fish (for cooking),Hakka_1,劏魚,tʰɔŋ13>35ŋ11,tong1 ng2 ,OK,
243_Hakka_1,243,殺雞,Kill chicken (for cooking),Hakka_1,劏雞,tʰɔŋ13kai13,tong1 gai1 ,OK,
244_Hakka_1,244,宰豬,Kill pig (for meat),Hakka_1,劏豬,tʰɔŋ13tsu13,tong1 zu1 ,OK,
245_Hakka_1,245,養雞,Raise chicken,Hakka_1,養雞,jɔŋ13kai13,yong1 gai1 ,OK,
246_Hakka_1,246,養豬,Raise pigs,Hakka_1,養豬,jɔŋ13tsu13,yong1 zu1 ,OK,
247_Hakka_1,247,幹活,Work,Hakka_1,做東西,tsɔ53tuŋ13si13,zo4 dung1 si1 ,OK,
247_Hakka_2,247,幹活,Work,Hakka_2,做事,tsɔ53sɛ53,zo4 se4 ,OK,
248_Hakka_1,248,買米,Buy the rice,Hakka_1,打米,ta31mi31,da3 mi3 ,OK,
249_Hakka_1,249,買肉,Buy the meat,Hakka_1,買肉,mai13>35ȵiuk31,mai1 ngiuk5 ,OK,
250_Hakka_1,250,淘米,Wash the rice,Hakka_1,洗米,sɛ31mi13,se3 mi1 ,OK,
251_Hakka_1,251,做飯,Cook,Hakka_1,煮飯,tsu31fan53,zu3 fan4 ,OK,
252_Hakka_1,252,燜飯,Stew rice,Hakka_1,燜飯,mun13fan53,mun1 fan4 ,OK,
253_Hakka_1,253,做菜,Making dishes,Hakka_1,煮菜,tsu31tsʰɔi53,zu3 coi4 ,OK,
254_Hakka_1,254,(細火)炆,Braise with slow fire,Hakka_1,炆,mun13,mun1 ,OK,
255_Hakka_1,255,(清水)煮,Boil,Hakka_1,煠,sap53,sap6 ,OK,
256_Hakka_1,256,煲湯,Make soup,Hakka_1,煲順,pau13sun53,bau1 sun4 ,OK,
257_Hakka_1,257,汆湯,Quick-boilsoup,Hakka_1,淥順,luk31sun53,luk5 sun4 ,OK,
258_Hakka_1,258,(湯)溢(出),Spill over,Hakka_1,湓,pʰun11,pun2 ,OK,
259_Hakka_1,259,涮碗,Wash the dishes,Hakka_1,洗碗,lɔŋ13>35vɔn31,long1 von3 ,唔肯定,訓讀？
260_Hakka_1,260,擦(桌子),Clean (the table),Hakka_1,抹,mat31,mat5 ,OK,
261_Hakka_1,261,收拾,Tidy up,Hakka_1,撿,kiam31,giam3 ,OK,
262_Hakka_1,262,供養,Support (the old with money),Hakka_1,養,jɔŋ13,yong1 ,OK,
263_Hakka_1,263,看家,Watch the door,Hakka_1,掌屋,tsɔŋ31vuk31,zong3 vuk5 ,OK,
264_Hakka_1,264,縫(衣服),Sew,Hakka_1,聯,liɛn11,lien2 ,OK,
265_Hakka_1,265,漂洗(衣服),Rinse,Hakka_1,洗衫,sɛ31sam13,se3 sam1 ,OK,
266_Hakka_1,266,晾乾,Air dry,Hakka_1,晾燥,laŋ11tsau13,lang2 zau1 ,OK,
267_Hakka_1,267,釘(被子),Sew the quilt,Hakka_1,聯,liɛn11,lien2 ,OK,
268_Hakka_1,268,釘(扣子),Sew the button,Hakka_1,聯,liɛn11,lien2 ,OK,
269_Hakka_1,269,繞(毛線),Wind the wool,Hakka_1,縈,jaŋ13,yang1 ,OK,
270_Hakka_1,270,燒(開水),Boil the water,Hakka_1,煮,tsu31,zu3 ,OK,
271_Hakka_1,271,灌(開水),pouring boiled water from ket- tle to thermos,Hakka_1,入,ȵip53,ngip6 ,OK,
272_Hakka_1,272,燙(傷),Scald,Hakka_1,淥,luk53,luk6 ,OK,
273_Hakka_1,273,失火,Catch fire,Hakka_1,火燭,fɔ31tsuk31,fo3 zuk5 ,OK,
273_Hakka_2,273,失火,Catch fire,Hakka_2,火燒屋,fɔ31sau13>35vuk31,fo3 sau1 vuk5 ,OK,
274_Hakka_1,274,(火)滅了,Crush out,Hakka_1,烏,vu11,vu2 ,OK,
275_Hakka_1,275,使勁(拉),Pull furiously,Hakka_1,出力,tsʰut31lit53,cut5 lit6 ,OK,
276_Hakka_1,276,安裝(鋤柄),Install,Hakka_1,斣,tɛu53,deu4 ,OK,
277_Hakka_1,277,修理(傢具),Repair (furniture),Hakka_1,整,tsin31,zin3 ,OK,
278_Hakka_1,278,修理(收音機),Repair (radio),Hakka_1,整,tsin31,zin3 ,OK,
279_Hakka_1,279,撿漏,Check and mend the roof,Hakka_1,撿瓦背,kiam31ŋa31pɔi53,giam3 nga3 boi4 ,有問題,should be ŋa13
