1212_Hakka_1,"1,212",治病,See the doctor,Hakka_1,看病,kɔn53pʰiaŋ53,gon4 piang4 ,OK,
1213_Hakka_1,"1,213",號脈,Feel pulse,Hakka_1,打脈,ta31mak31,da3 mak5 ,OK,
1214_Hakka_1,"1,214",中藥,Traditional Chinese medicine,Hakka_1,中藥,tsuŋ13jɔk53,zung1 yok6 ,OK,
1215_Hakka_1,"1,215",處方,Recipe,Hakka_1,藥單,tsʰu53fɔŋ13,cu4 fong1 ,有問題,處方 character =/= IPA & ROM
1216_Hakka_1,"1,216",買藥,Buy the medicine,Hakka_1,撿藥,kiam31jɔk53,giam3 yok6 ,OK,
1217_Hakka_1,"1,217",藥丸,Pill,Hakka_1,丸仔,jɛn11tsai31,yen2 zai3 ,OK,
1218_Hakka_1,"1,218",藥粉,Medicine in form of powder,Hakka_1,藥粉,jɔk53fun31,yok6 fun3 ,OK,
1219_Hakka_1,"1,219",熬藥,Decoct medicinal herbs,Hakka_1,煲涼茶,pau13>35liɔŋ11tsʰa11,bau1 liong2 ca2 ,OK,
1220_Hakka_1,"1,220",湯藥,Tisane,Hakka_1,茶,tsʰa11,ca2 ,OK,
1221_Hakka_1,"1,221",見效,Take effect,Hakka_1,見功,kiɛn53kuŋ13,gien4 gung1 ,OK,
1222_Hakka_1,"1,222",(睡)醒了,Wake up,Hakka_1,睡醒,sɔi53>55siaŋ31,soi4 siang3 ,OK,
1223_Hakka_1,"1,223",起床,Get up,Hakka_1,亢身,hɔŋ53sin13,hong4 sin1 ,OK,
1224_Hakka_1,"1,224",疊(被子),Fold up the quilt,Hakka_1,疊,tʰiap53,tiap6 ,OK,
1225_Hakka_1,"1,225",穿(衣服),Put on (clothes),Hakka_1,著,tsɔk31,zok5 ,OK,
1226_Hakka_1,"1,226",洗臉,Wash face,Hakka_1,洗面,sɛ31miɛn53,se3 mien4 ,OK,
1227_Hakka_1,"1,227",梳頭,Comb the hair,Hakka_1,梳頭,sɔ13>35tʰɛu11,so1 teu2 ,OK,
1228_Hakka_1,"1,228",紮(辮子),Tie a braid,Hakka_1,拼,pʰin13,pin1 ,OK,
1229_Hakka_1,"1,229",刮(鬍子),Shave,Hakka_1,剃,tʰai53,tai4 ,OK,
1230_Hakka_1,"1,230",理髮,Hairdressing,Hakka_1,剃頭,tʰai53>55tʰɛu11,tai4 teu2 ,OK,
1231_Hakka_1,"1,231",上工,go to work,Hakka_1,做工,tsɔ53kuŋ13,zo4 gung1 ,OK,
1232_Hakka_1,"1,232",(來)晚(了),Be late,Hakka_1,遲,tsʰi11,ci2 ,OK,
1233_Hakka_1,"1,233",收工,Get off the work,Hakka_1,收工,siu13kuŋ13,siu1 gung1 ,OK,
1234_Hakka_1,"1,234",累(了),Be tired,Hakka_1,攰,kʰiɔi53,kioi4 ,OK,
1235_Hakka_1,"1,235",休息,Have a rest,Hakka_1,敨,tʰɛu31,teu3 ,OK,
1236_Hakka_1,"1,236",回家,Go home,Hakka_1,轉屋下,tsɔn31vuk31kʰa13,zon3 vuk5 ka1 ,OK,
1237_Hakka_1,"1,237",上(廁所),Go to the washroom,Hakka_1,去,hi53,hi4 ,OK,
1238_Hakka_1,"1,238",大便,Shit(v),Hakka_1,屙屎,ɔ13>35si31,o1 si3 ,OK,
1239_Hakka_1,"1,239",小便,Urinate,Hakka_1,屙尿,ɔ13ȵiau53,o1 ngiau4 ,OK,
1240_Hakka_1,"1,240",放屁,Break wind,Hakka_1,打屁,ta31pʰi53,da3 pi4 ,OK,
1241_Hakka_1,"1,241",洗澡,Take a bath,Hakka_1,沖涼,tsʰuŋ13>35liɔŋ11,cung1 liong2 ,OK,
1242_Hakka_1,"1,242",擦澡,Rub onself down with a wet towel,Hakka_1,抹身,mat31sin13,mat5 sin1 ,OK,
1243_Hakka_1,"1,243",乘涼,Sit in the shade and enjoy the coolness,Hakka_1,敨涼,tʰɛu31liɔŋ11,teu3 liong2 ,OK,
1244_Hakka_1,"1,244",曬(太陽),Bask in the sun,Hakka_1,曬一般,sai53,sai4 ,OK,
1244_Hakka_2,"1,244",曬(太陽),Bask in the sun,Hakka_2,炙冬天,tsak31,zak5 ,有問題,missing ROM
1245_Hakka_1,"1,245",烤火,Warm oneself before the fire,Hakka_1,炙火,tsak31fɔ31,zak5 fo3 ,OK,
1246_Hakka_1,"1,246",聊天,Chat,Hakka_1,講水古,kɔŋ31sui31ku13,gong3 sui3 gu1 ,OK,
1247_Hakka_1,"1,247",打瞌睡,Doze,Hakka_1,啄目睡,tuk31muk31sɔi53,duk5 muk5 soi4 ,OK,
1248_Hakka_1,"1,248",打個盹兒,Have a nap,Hakka_1,眯一下,mi13>35jit31ha53,mi1 yit5 ha4 ,OK,
1249_Hakka_1,"1,249",打哈欠,Yawn,Hakka_1,擘囉,mak31lɔ53,mak5 lo4 ,OK,
1250_Hakka_1,"1,250",打噴嚏,Sneeze,Hakka_1,打哈嗤,ta31at53tsʰi53,da3 at6 ci4 ,OK,
1251_Hakka_1,"1,251",鋪床,Make the bed,Hakka_1,迒眠床,hɔŋ11min11tsʰɔŋ11,hong2 min2 cong2 ,OK,
1252_Hakka_1,"1,252",躺下,Lie down,Hakka_1,眠下,min11ha13,min2 ha1 ,OK,
1253_Hakka_1,"1,253",睡覺,Sleep,Hakka_1,睡目,sɔi31muk31,soi3 muk5 ,OK,
1254_Hakka_1,"1,254",熄燈,Turn off the light,Hakka_1,烏燈,vu13tɛn13,vu1 den1 ,OK,
1255_Hakka_1,"1,255",睡著(了),Fall asleep,Hakka_1,睡落覺,sɔi53>55lɔk31kau53,soi4 lok5 gau4 ,OK,
1256_Hakka_1,"1,256",做夢,Have dream,Hakka_1,發夢,pɔt31muŋ53,bot5 mung4 ,OK,
1257_Hakka_1,"1,257",說夢話,Talk in one’s sleep,Hakka_1,講夢話,kɔŋ31muŋ53va53,gong3 mung4 va4 ,OK,
1258_Hakka_1,"1,258",失眠,Sleepless,Hakka_1,睡唔落覺,sɔi53m̩13>35lɔk31kau53,soi4 m1 lok5 gau4 ,OK,
1259_Hakka_1,"1,259",打鼾,Snore,Hakka_1,扯鼻鼾,tsʰa31pʰi53>55hɔn11,ca3 pi4 hon2 ,OK,
1260_Hakka_1,"1,260",仰面睡,Sleep face up,Hakka_1,挺挺仰睡,tʰɛn31tʰɛn31ŋɔŋ13sɔi53,ten3 ten3 ngong1 soi4 ,OK,
1261_Hakka_1,"1,261",側身睡,Lie down on one side,Hakka_1,打側睡,ta31tsɛt31sɔi53,da3 zet5 soi4 ,OK,
1262_Hakka_1,"1,262",扒著睡,Sleep face down,Hakka_1,罯罯伏,am31am31pʰuk31,am3 am3 puk5 ,OK,
1263_Hakka_1,"1,263",落枕,Stiff neck,Hakka_1,失枕,sip31tsim31,sip5 zim3 ,OK,
1264_Hakka_1,"1,264",學校,School,Hakka_1,學堂,hɔk53tʰɔŋ11,hok6 tong2 ,OK,
1265_Hakka_1,"1,265",啟蒙,Enlighten,Hakka_1,破學,pʰɔ53hɔk53,po4 hok6 ,OK,
1266_Hakka_1,"1,266",上學,Go to school,Hakka_1,去學堂,hi53hɔk53tʰɔŋ11,hi4 hok6 tong2 ,OK,
1266_Hakka_2,"1,266",上學,Go to school,Hakka_2,返學,fan13hɔk53,fan1 hok6 ,OK,
1267_Hakka_1,"1,267",放學,After school,Hakka_1,放學,fɔŋ53hɔk53,fong4 hok6 ,OK,
1268_Hakka_1,"1,268",書,Book,Hakka_1,書,su13,su1 ,OK,
1269_Hakka_1,"1,269",本子,Notebook,Hakka_1,簿仔,pʰu13>35tsai31,pu1 zai3 ,OK,
1270_Hakka_1,"1,270",老師,Teacher,Hakka_1,教書先生,kau13su13sin13saŋ13,gau1 su1 sin1 sang1 ,OK,
1271_Hakka_1,"1,271",學生,Student,Hakka_1,學生,hɔk31saŋ13,hok5 sang1 ,OK,
1272_Hakka_1,"1,272",第一名,"Number 1, champion",Hakka_1,頭名,tʰɛu11miaŋ11,teu2 miang2 ,OK,
1273_Hakka_1,"1,273",最後一名,The last one,Hakka_1,第尾,tʰi53mui13,ti4 mui1 ,OK,
1274_Hakka_1,"1,274",毛筆,Brush pen,Hakka_1,毛筆,mau13>35pit31,mau1 bit5 ,OK,
1275_Hakka_1,"1,275",鋼筆,Fountain pen,Hakka_1,水筆,sui31pit31,sui3 bit5 ,OK,
1276_Hakka_1,"1,276",鉛筆,Pencil,Hakka_1,鉛筆,jɛn11pit31,yen2 bit5 ,OK,
1277_Hakka_1,"1,277",筆套兒,Pen cover,Hakka_1,筆筒套,pit31tʰuŋ11tʰau53,bit5 tung2 tau4 ,OK,
1278_Hakka_1,"1,278",紙,Paper,Hakka_1,紙,tsi31,zi3 ,OK,
1279_Hakka_1,"1,279",圖釘,Thumb pin (thumb tack),Hakka_1,撳釘,kʰim53taŋ13,kim4 dang1 ,OK,
1280_Hakka_1,"1,280",信封,Envelope,Hakka_1,信筒,sin53>55tʰuŋ11,sin4 tung2 ,OK,
1281_Hakka_1,"1,281",信紙,Letter pad,Hakka_1,信肉,sim53ȵiuk31,sim4 ngiuk5 ,OK,
1282_Hakka_1,"1,282",漿糊,Paste,Hakka_1,漿糊,tsiɔŋ13>35fu11,ziong1 fu2 ,OK,
1283_Hakka_1,"1,283",小刀兒,Knife,Hakka_1,刀仔,tau13>35tsai31,dau1 zai3 ,OK,
1284_Hakka_1,"1,284",削(鉛筆),Sharpen,Hakka_1,砒,pʰai13,pai1 ,OK,
1285_Hakka_1,"1,285",尺,Ruler,Hakka_1,尺,tsʰak31,cak5 ,OK,
1286_Hakka_1,"1,286",橡皮擦,Eraser,Hakka_1,擦紙膠,tsʰat31tsi31kau13,cat5 zi3 gau1 ,OK,
1287_Hakka_1,"1,287",橡皮筋,"Elastic, rubber bands",Hakka_1,橡筋,siɔŋ53kin13,siong4 gin1 ,OK,
1288_Hakka_1,"1,288",台硯,Ink-stone,Hakka_1,墨湖,mɛt53fu11,met6 fu2 ,OK,
1289_Hakka_1,"1,289",墨,Chinese ink,Hakka_1,墨,mɛt53,met6 ,OK,
1290_Hakka_1,"1,290",墨汁,Prepared Chinese ink,Hakka_1,墨汁,mɛt53tsip31,met6 zip5 ,OK,
1291_Hakka_1,"1,291",墨水,Ink,Hakka_1,墨水,mɛt31sui31,met5 sui3 ,OK,
1292_Hakka_1,"1,292",掭(筆),Dip (ink with brush pen),Hakka_1,蘸,tsiam31,ziam3 ,OK,
1293_Hakka_1,"1,293",洇(紙),(Ink) spread and sink inpaper,Hakka_1,漬,tsi53,zi4 ,OK,
1294_Hakka_1,"1,294",草書,Cursive,Hakka_1,草,tsʰau31,cau3 ,OK,
1295_Hakka_1,"1,295",(用筆)塗抹,Daub (smear),Hakka_1,塗,tʰu11,tu2 ,OK,
1296_Hakka_1,"1,296",逃學,Skip the class,Hakka_1,逃學,tʰau11hɔk53,tau2 hok6 ,OK,
1297_Hakka_1,"1,297",考試,Examination,Hakka_1,考試,kʰau31si53,kau3 si4 ,OK,
1299_Hakka_1,"1,299",罰站,Stand as a punishment,Hakka_1,徛堂,kʰi13>35tʰɔŋ11,ki1 tong2 ,OK,
1300_Hakka_1,"1,300",圖章,Stamp (seal),Hakka_1,印仔,jin53>55tsai31,yin4 zai3 ,OK,
